"model","rowid","timestamp","testletid","itemid","alphabet","A","B","C","D","template_nr","item_prompt","response","logprob","finish_reason","cleaned_response","correct_response","correct","stringdist"
"google/gemma-2-27b-it",3,20241026200738,53,1002,"Latin","b c","b b d d","h i","h h j j",1,"If b c changes to b b d d, what does h i change to ?","h h j j 
",NA,NA,"h h j j","h h j j",1,0
"google/gemma-2-27b-it",4,20241026200739,53,1003,"Latin","e f","e h","i j","i l",1,"If e f changes to e h, what does i j change to ?","i l 
",NA,NA,"i l","i l",1,0
"google/gemma-2-27b-it",5,20241026200739,53,1004,"Latin","d e","d f f","i j","i k k",1,"If d e changes to d f f, what does i j change to ?","i j j 
",NA,NA,"i j j","i k k",0,2
"google/gemma-2-27b-it",6,20241026200740,53,1005,"Latin","g h","f h","n n o o","m m o o",1,"If g h changes to f h, what does n n o o change to ?","f n n o o 
",NA,NA,"f n n o o","m m o o",0,3
"google/gemma-2-27b-it",7,20241026200740,53,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda",1,"If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda 
",NA,NA,"iota lambda","iota lambda",1,0
"google/gemma-2-27b-it",8,20241026200741,53,1002,"Greek","alpha beta","alpha alpha gamma gamma","eta theta","eta eta iota iota",1,"If alpha beta changes to alpha alpha gamma gamma, what does eta theta change to ?","eta eta kappa kappa 
",NA,NA,"eta eta kappa kappa","eta eta iota iota",0,2
"google/gemma-2-27b-it",9,20241026200742,53,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa",1,"If gamma delta changes to gamma zeta, what does eta theta change to ?","eta zeta 
",NA,NA,"eta zeta","eta kappa",0,1
"google/gemma-2-27b-it",10,20241026200742,53,1004,"Greek","zeta eta","zeta theta theta","lambda mu","lambda nu nu",1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?","lambda nu nu 
",NA,NA,"lambda nu nu","lambda nu nu",1,0
"google/gemma-2-27b-it",11,20241026200743,53,1005,"Greek","zeta eta","epsilon eta","kappa kappa lambda lambda","iota iota lambda lambda",1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?","kappa kappa epsilon epsilon 
",NA,NA,"kappa kappa epsilon epsilon","iota iota lambda lambda",0,4
"google/gemma-2-27b-it",12,20241026200743,53,1001,"Symbol","! ^","! #","$ {","$ =",1,"If ! ^ changes to ! #, what does $ { change to ?","$ =",NA,NA,"$ =","$ =",1,0
"google/gemma-2-27b-it",13,20241026200743,53,1002,"Symbol","* @","* * % %","! ^","! ! # #",1,"If * @ changes to * * % %, what does ! ^ change to ?","! #",NA,NA,"! #","! ! # #",0,2
"google/gemma-2-27b-it",14,20241026200744,53,1003,"Symbol","! ^","! ~","^ #","^ $",1,"If ! ^ changes to ! ~, what does ^ # change to ?","~ #",NA,NA,"~ #","^ $",0,2
"google/gemma-2-27b-it",15,20241026200745,53,1004,"Symbol","^ #","^ ~ ~","{ =","{ : :",1,"If ^ # changes to ^ ~ ~, what does { = change to ?","{ ~ ~",NA,NA,"{ ~ ~","{ : :",0,2
"google/gemma-2-27b-it",16,20241026200745,53,1005,"Symbol","~ $","# $",": : ) )","= = ) )",1,"If ~ $ changes to # $, what does : : ) ) change to ?","# ) )",NA,NA,"# ) )","= = ) )",0,2
"google/gemma-2-9b-it",0,20241026200746,53,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k 
",NA,NA,"k","k",1,0
"google/gemma-2-9b-it",1,20241026200747,53,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k 
",NA,NA,"j k k","j k k",1,0
"google/gemma-2-9b-it",2,20241026200748,53,1001,"Latin","d e","d f","h i","h j",1,"If d e changes to d f, what does h i change to ?","h j 
",NA,NA,"h j","h j",1,0
"google/gemma-2-9b-it",3,20241026200748,53,1002,"Latin","b c","b b d d","h i","h h j j",1,"If b c changes to b b d d, what does h i change to ?","h j j j 
",NA,NA,"h j j j","h h j j",0,1
"google/gemma-2-9b-it",4,20241026200749,53,1003,"Latin","e f","e h","i j","i l",1,"If e f changes to e h, what does i j change to ?","i l 
",NA,NA,"i l","i l",1,0
"google/gemma-2-9b-it",5,20241026200750,53,1004,"Latin","d e","d f f","i j","i k k",1,"If d e changes to d f f, what does i j change to ?","i l l 
",NA,NA,"i l l","i k k",0,2
"google/gemma-2-9b-it",6,20241026200751,53,1005,"Latin","g h","f h","n n o o","m m o o",1,"If g h changes to f h, what does n n o o change to ?","m n o o 
",NA,NA,"m n o o","m m o o",0,1
"google/gemma-2-9b-it",7,20241026200751,53,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda",1,"If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda 
",NA,NA,"iota lambda","iota lambda",1,0
"google/gemma-2-9b-it",8,20241026200753,53,1002,"Greek","alpha beta","alpha alpha gamma gamma","eta theta","eta eta iota iota",1,"If alpha beta changes to alpha alpha gamma gamma, what does eta theta change to ?","eta iota 
",NA,NA,"eta iota","eta eta iota iota",0,2
"google/gemma-2-9b-it",9,20241026200754,53,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa",1,"If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota 
",NA,NA,"eta iota","eta kappa",0,1
"google/gemma-2-9b-it",10,20241026200754,53,1004,"Greek","zeta eta","zeta theta theta","lambda mu","lambda nu nu",1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?","lambda nu 
",NA,NA,"lambda nu","lambda nu nu",0,1
"google/gemma-2-9b-it",11,20241026200755,53,1005,"Greek","zeta eta","epsilon eta","kappa kappa lambda lambda","iota iota lambda lambda",1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?","kappa lambda mu 
",NA,NA,"kappa lambda mu","iota iota lambda lambda",0,3
"google/gemma-2-9b-it",12,20241026200756,53,1001,"Symbol","! ^","! #","$ {","$ =",1,"If ! ^ changes to ! #, what does $ { change to ?","$ # 
",NA,NA,"$ #","$ =",0,1
"google/gemma-2-9b-it",13,20241026200757,53,1002,"Symbol","* @","* * % %","! ^","! ! # #",1,"If * @ changes to * * % %, what does ! ^ change to ?","! # 
",NA,NA,"! #","! ! # #",0,2
"google/gemma-2-9b-it",14,20241026200758,53,1003,"Symbol","! ^","! ~","^ #","^ $",1,"If ! ^ changes to ! ~, what does ^ # change to ?","~ $ 
",NA,NA,"~ $","^ $",0,1
"google/gemma-2-9b-it",15,20241026200758,53,1004,"Symbol","^ #","^ ~ ~","{ =","{ : :",1,"If ^ # changes to ^ ~ ~, what does { = change to ?","{ ~ ~ 
",NA,NA,"{ ~ ~","{ : :",0,2
"google/gemma-2-9b-it",16,20241026200800,53,1005,"Symbol","~ $","# $",": : ) )","= = ) )",1,"If ~ $ changes to # $, what does : : ) ) change to ?",": # ) ) 
",NA,NA,": # ) )","= = ) )",0,2
"claude-3-5-sonnet-20241022",0,20241026202806,54,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"claude-3-5-sonnet-20241022",1,20241026202807,54,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"claude-3-5-sonnet-20241022",2,20241026202808,54,1001,"Latin","a b","a c","e f","e g",1,"If a b changes to a c, what does e f change to ?","e g",NA,NA,"e g","e g",1,0
"claude-3-5-sonnet-20241022",3,20241026202808,54,1002,"Latin","d e","d d f f","j k","j j l l",1,"If d e changes to d d f f, what does j k change to ?","j j k k",NA,NA,"j j k k","j j l l",0,2
"claude-3-5-sonnet-20241022",4,20241026202809,54,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"claude-3-5-sonnet-20241022",5,20241026202810,54,1004,"Latin","b c","b d d","g h","g i i",1,"If b c changes to b d d, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"claude-3-5-sonnet-20241022",6,20241026202810,54,1005,"Latin","e f","d f","l l m m","k k m m",1,"If e f changes to d f, what does l l m m change to ?","k k m m",NA,NA,"k k m m","k k m m",1,0
"claude-3-5-sonnet-20241022",7,20241026202811,54,1001,"Greek","beta gamma","beta delta","zeta eta","zeta theta",1,"If beta gamma changes to beta delta, what does zeta eta change to ?","zeta theta",NA,NA,"zeta theta","zeta theta",1,0
"claude-3-5-sonnet-20241022",8,20241026202812,54,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota kappa kappa",NA,NA,"iota iota kappa kappa","iota iota lambda lambda",0,2
"claude-3-5-sonnet-20241022",9,20241026202814,54,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa",NA,NA,"theta kappa","theta lambda",0,1
"claude-3-5-sonnet-20241022",10,20241026202815,54,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda",1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda",NA,NA,"iota lambda lambda","iota lambda lambda",1,0
"claude-3-5-sonnet-20241022",11,20241026202816,54,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota",1,"If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","eta eta iota iota",NA,NA,"eta eta iota iota","eta eta iota iota",1,0
"claude-3-5-sonnet-20241022",12,20241026202817,54,1001,"Symbol","* @","* %","^ #","^ ~",1,"If * @ changes to * %, what does ^ # change to ?","^ ~",NA,NA,"^ ~","^ ~",1,0
"claude-3-5-sonnet-20241022",13,20241026202818,54,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $",1,"If % ! changes to % % ^ ^, what does # ~ change to ?","# # ~ ~",NA,NA,"# # ~ ~","# # $ $",0,2
"claude-3-5-sonnet-20241022",14,20241026202818,54,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"claude-3-5-sonnet-20241022",15,20241026202820,54,1004,"Symbol","% !","% ^ ^","~ $","~ { {",1,"If % ! changes to % ^ ^, what does ~ $ change to ?","~ { {",NA,NA,"~ { {","~ { {",1,0
"claude-3-5-sonnet-20241022",16,20241026202821,54,1005,"Symbol","^ #","! #","{ { = =","$ $ = =",1,"If ^ # changes to ! #, what does { { = = change to ?","! ! = =",NA,NA,"! ! = =","$ $ = =",0,2
"claude-3-sonnet-20240229",0,20241026202821,54,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"claude-3-sonnet-20240229",1,20241026202822,54,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"claude-3-sonnet-20240229",2,20241026202823,54,1001,"Latin","a b","a c","e f","e g",1,"If a b changes to a c, what does e f change to ?","e g",NA,NA,"e g","e g",1,0
"claude-3-sonnet-20240229",3,20241026202823,54,1002,"Latin","d e","d d f f","j k","j j l l",1,"If d e changes to d d f f, what does j k change to ?","j j l l",NA,NA,"j j l l","j j l l",1,0
"claude-3-sonnet-20240229",4,20241026202824,54,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"claude-3-sonnet-20240229",5,20241026202824,54,1004,"Latin","b c","b d d","g h","g i i",1,"If b c changes to b d d, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"claude-3-sonnet-20240229",6,20241026202825,54,1005,"Latin","e f","d f","l l m m","k k m m",1,"If e f changes to d f, what does l l m m change to ?","k k n n",NA,NA,"k k n n","k k m m",0,2
"claude-3-sonnet-20240229",7,20241026202826,54,1001,"Greek","beta gamma","beta delta","zeta eta","zeta theta",1,"If beta gamma changes to beta delta, what does zeta eta change to ?","zeta theta",NA,NA,"zeta theta","zeta theta",1,0
"claude-3-sonnet-20240229",8,20241026202827,54,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda",NA,NA,"iota iota lambda lambda","iota iota lambda lambda",1,0
"claude-3-sonnet-20240229",9,20241026202828,54,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta mu",NA,NA,"theta mu","theta lambda",0,1
"claude-3-sonnet-20240229",10,20241026202829,54,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda",1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda",NA,NA,"iota lambda lambda","iota lambda lambda",1,0
"claude-3-sonnet-20240229",11,20241026202830,54,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota",1,"If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","theta theta lambda lambda",NA,NA,"theta theta lambda lambda","eta eta iota iota",0,4
"claude-3-sonnet-20240229",12,20241026202831,54,1001,"Symbol","* @","* %","^ #","^ ~",1,"If * @ changes to * %, what does ^ # change to ?","^ %",NA,NA,"^ %","^ ~",0,1
"claude-3-sonnet-20240229",13,20241026202831,54,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $",1,"If % ! changes to % % ^ ^, what does # ~ change to ?","# #",NA,NA,"# #","# # $ $",0,2
"claude-3-sonnet-20240229",14,20241026202833,54,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","k
jkk
eg
jj",NA,NA,"k","# {",0,2
"claude-3-sonnet-20240229",15,20241026202834,54,1004,"Symbol","% !","% ^ ^","~ $","~ { {",1,"If % ! changes to % ^ ^, what does ~ $ change to ?","` {",NA,NA,"` {","~ { {",0,2
"claude-3-sonnet-20240229",16,20241026202836,54,1005,"Symbol","^ #","! #","{ { = =","$ $ = =",1,"If ^ # changes to ! #, what does { { = = change to ?","~ ~ { {",NA,NA,"~ ~ { {","$ $ = =",0,4
"gpt-3.5-turbo-0125",0,20241026192155,54,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"gpt-3.5-turbo-0125",1,20241026192156,54,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"gpt-3.5-turbo-0125",2,20241026192156,54,1001,"Latin","a b","a c","e f","e g",1,"If a b changes to a c, what does e f change to ?","e g",NA,NA,"e g","e g",1,0
"gpt-3.5-turbo-0125",3,20241026192156,54,1002,"Latin","d e","d d f f","j k","j j l l",1,"If d e changes to d d f f, what does j k change to ?","j j l l",NA,NA,"j j l l","j j l l",1,0
"gpt-3.5-turbo-0125",4,20241026192157,54,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j l",NA,NA,"j l","j m",0,1
"gpt-3.5-turbo-0125",5,20241026192157,54,1004,"Latin","b c","b d d","g h","g i i",1,"If b c changes to b d d, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"gpt-3.5-turbo-0125",6,20241026192158,54,1005,"Latin","e f","d f","l l m m","k k m m",1,"If e f changes to d f, what does l l m m change to ?","d f f n n",NA,NA,"d f f n n","k k m m",0,5
"gpt-3.5-turbo-0125",7,20241026192158,54,1001,"Greek","beta gamma","beta delta","zeta eta","zeta theta",1,"If beta gamma changes to beta delta, what does zeta eta change to ?","zeta eta eta theta",NA,NA,"zeta eta eta theta","zeta theta",0,2
"gpt-3.5-turbo-0125",8,20241026192159,54,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota kappa kappa lambda",NA,NA,"iota kappa kappa lambda","iota iota lambda lambda",0,2
"gpt-3.5-turbo-0125",9,20241026192159,54,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta iota iota kappa",NA,NA,"theta iota iota kappa","theta lambda",0,3
"gpt-3.5-turbo-0125",10,20241026192200,54,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda",1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota kappa kappa lambda omega",NA,NA,"iota kappa kappa lambda omega","iota lambda lambda",0,3
"gpt-3.5-turbo-0125",11,20241026192200,54,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota",1,"If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","gamma gamma kappa kappa",NA,NA,"gamma gamma kappa kappa","eta eta iota iota",0,4
"gpt-3.5-turbo-0125",12,20241026192201,54,1001,"Symbol","* @","* %","^ #","^ ~",1,"If * @ changes to * %, what does ^ # change to ?","^ ~",NA,NA,"^ ~","^ ~",1,0
"gpt-3.5-turbo-0125",13,20241026192201,54,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $",1,"If % ! changes to % % ^ ^, what does # ~ change to ?","# # ^ ^",NA,NA,"# # ^ ^","# # $ $",0,2
"gpt-3.5-turbo-0125",14,20241026192202,54,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","^ $",NA,NA,"^ $","# {",0,2
"gpt-3.5-turbo-0125",15,20241026192202,54,1004,"Symbol","% !","% ^ ^","~ $","~ { {",1,"If % ! changes to % ^ ^, what does ~ $ change to ?","~ $ $",NA,NA,"~ $ $","~ { {",0,2
"gpt-3.5-turbo-0125",16,20241026192203,54,1005,"Symbol","^ #","! #","{ { = =","$ $ = =",1,"If ^ # changes to ! #, what does { { = = change to ?","! = = =",NA,NA,"! = = =","$ $ = =",0,2
"gpt-4-0613",0,20241026192203,54,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"gpt-4-0613",1,20241026192204,54,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"gpt-4-0613",2,20241026192204,54,1001,"Latin","a b","a c","e f","e g",1,"If a b changes to a c, what does e f change to ?","e g",NA,NA,"e g","e g",1,0
"gpt-4-0613",3,20241026192205,54,1002,"Latin","d e","d d f f","j k","j j l l",1,"If d e changes to d d f f, what does j k change to ?","j j k k",NA,NA,"j j k k","j j l l",0,2
"gpt-4-0613",4,20241026192205,54,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"gpt-4-0613",5,20241026192206,54,1004,"Latin","b c","b d d","g h","g i i",1,"If b c changes to b d d, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"gpt-4-0613",6,20241026192207,54,1005,"Latin","e f","d f","l l m m","k k m m",1,"If e f changes to d f, what does l l m m change to ?","k l m m",NA,NA,"k l m m","k k m m",0,1
"gpt-4-0613",7,20241026192207,54,1001,"Greek","beta gamma","beta delta","zeta eta","zeta theta",1,"If beta gamma changes to beta delta, what does zeta eta change to ?","zeta theta",NA,NA,"zeta theta","zeta theta",1,0
"gpt-4-0613",8,20241026192208,54,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda",NA,NA,"iota iota lambda lambda","iota iota lambda lambda",1,0
"gpt-4-0613",9,20241026192208,54,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa",NA,NA,"theta kappa","theta lambda",0,1
"gpt-4-0613",10,20241026192209,54,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda",1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda",NA,NA,"iota lambda lambda","iota lambda lambda",1,0
"gpt-4-0613",11,20241026192209,54,1005,"Greek","delta epsilon","gamma epsilon","theta theta iota iota","eta eta iota iota",1,"If delta epsilon changes to gamma epsilon, what does theta theta iota iota change to ?","eta eta iota iota",NA,NA,"eta eta iota iota","eta eta iota iota",1,0
"gpt-4-0613",12,20241026192210,54,1001,"Symbol","* @","* %","^ #","^ ~",1,"If * @ changes to * %, what does ^ # change to ?","^ %",NA,NA,"^ %","^ ~",0,1
"gpt-4-0613",13,20241026192210,54,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $",1,"If % ! changes to % % ^ ^, what does # ~ change to ?","# # $ $",NA,NA,"# # $ $","# # $ $",1,0
"gpt-4-0613",14,20241026192211,54,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"gpt-4-0613",15,20241026192212,54,1004,"Symbol","% !","% ^ ^","~ $","~ { {",1,"If % ! changes to % ^ ^, what does ~ $ change to ?","~ # #",NA,NA,"~ # #","~ { {",0,2
